Company,Product,Solvent,Emission Peak
Alfa Chemistry,Antibody modified upconverting nanoparticles,,"365nm, 475nm, 545nm, 660nm, 804nm"
Alfa Chemistry,Imidazole-modified Graphene quantum dots powder,,
Alfa Chemistry,Zinc Selenide /Zinc Sulphide Quantum Dots,"Toluene, IPA (customization available)",
Alfa Chemistry,"CdTe Core Type COOH Functionalized Quantum Dots, Fluorescence 610 nm (Hydrophilic)",,
Alfa Chemistry,"PbS core-type quantum dots oleic acid coated, fluorescence ?em 1600 nm, 10 mg/mL in toluene",Toluene,
Alfa Chemistry,Induim Phosphide /Zinc Sulphide-MPA-COOH Quantum Dots,,
Alfa Chemistry,"CdSeS/ZnS alloyed quantum dots kit fluorescence ?em 490-665 nm, 6 nm diameter",,
Alfa Chemistry,"CdSe/ZnS Core-shell Type Quantum Dots (PEG functionalized,?em 620 nm)",,
Alfa Chemistry,Hydroxylated graphene quantum dots,,
Alfa Chemistry,EDC Conjugation Kit for Carboxylic Cd-based Core/Shell Quantum Dots,,
Alfa Chemistry,Graphene Quantum Dot Powder(White fluorescence),,
Alfa Chemistry,SiO2 coated upconverting nanoparticles(UV light),,975-980nm
Alfa Chemistry,Mesoporous SiO2 coated upconverting (blue light),,
Alfa Chemistry,PEG modified upconverting (near-infrared light),,
Alfa Chemistry,Oil-soluble cadmium selenide CdSe quantum dots,,
Alfa Chemistry,GO quantum dots yellow(1mg/ml),,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 530 nm, 5 mg/mL",Toluene,
Alfa Chemistry,"CdTe Core Type COOH Functionalized Quantum Dots, Fluorescence 710 nm (Hydrophilic)",,
Alfa Chemistry,CdSe ZnS Core Shell Quantum Dots,,
Alfa Chemistry,Induim Phosphide /Zinc Sulphide-PEG- COOH Quantum Dots,,
Alfa Chemistry,"CdSeS/ZnS alloyed quantum dots fluorescence ?em 630 nm, 6 nm diameter",,
Alfa Chemistry,CdSe/ZnS Core-shell Type Quantum Dots (?em 520 nm),,
Alfa Chemistry,Imidazole modified graphene quantum dot powder,,
Alfa Chemistry,SMCC Conjugation Kit for Amine Cd-based Core/Shell Quantum Dots,,
Alfa Chemistry,Graphene quantum dots green,,
Alfa Chemistry,SiO2 coated upconverting nanoparticles(green light),,975-980nm
Alfa Chemistry,SiO2 coated upconverting nanoparticles(near-infrared light),,975-980nm
Alfa Chemistry,TiO2 coated upconverting nanoparticles(UV light),,
Alfa Chemistry,Carboxyl Graphene quantum dots,water,
Alfa Chemistry,GO quantum dots(Powder),,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 560 nm, 5 mg/mL",Toluene,
Alfa Chemistry,"Perovskite Quantum Dots (pQD 450), Fluorescence 450nm (Hydrophobic)",,
Alfa Chemistry,CdSeTe ZnS Quantum Dots,,
Alfa Chemistry,Induim Phosphide /Zinc Sulphide-PEG- NH? Quantum Dots,,
Alfa Chemistry,Zinc Oxide Quantum Dots,,
Alfa Chemistry,CdSe/ZnS Core-shell Type Quantum Dots (?em 580 nm),,
Alfa Chemistry,Imidazole modified graphene quantum dot solution,,
Alfa Chemistry,PbS core-type quantum dots,Concentration 10 mg/mL in toluene,Fluorescence ?em 1400 nm
Alfa Chemistry,Graphene quantum dots red fluorescence,,
Alfa Chemistry,SiO2 coated upconverting nanoparticles(Purple and blue light),,975-980nm
Alfa Chemistry,upconverting nanoparticles (blue light),,
Alfa Chemistry,Carboxyl Graphene quantum dots powder,,
Alfa Chemistry,Graphene quantum dots(Powder),,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 590 nm, 5 mg/mL",Toluene,
Alfa Chemistry,"Perovskite Quantum Dots (pQD 480), Fluorescence 480nm (Hydrophobic)",,
Alfa Chemistry,Cadmuim Sulphide/Zinc Sulphide-PEG-NH? Quantum Dots,,
Alfa Chemistry,Induim Phosphide /Zinc Sulphide-PEG-COOH Quantum Dots,,
Alfa Chemistry,Lead Sulfide Quantum Dots,,
Alfa Chemistry,CdSe/ZnS Core-shell Type Quantum Dots (?em 645 nm),,
Alfa Chemistry,Mesoporous silica coated upconversion nanoparticles (yellow-green light),,
Alfa Chemistry,CdSeS/ZnS alloyed quantum dots,Concentration 1 mg/mL in H?O,Fluorescence ?em 525 nm
Alfa Chemistry,N-doped Graphene quantum dots,,
Alfa Chemistry,Sulfur Quantum Dots,Water,
Alfa Chemistry,SiO2 coated upconverting nanoparticles(yellow-green light),,975-980nm
Alfa Chemistry,PEG modified upconverting nanoparticles (green light),,
Alfa Chemistry,Water-soluble CdSe-like quantum dots (positive charge),,
Alfa Chemistry,Graphene quantum dots(C: 1mg/ml),,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 620 nm, 5 mg/mL",Toluene,
Alfa Chemistry,"Perovskite Quantum Dots (pQD 510), Fluorescence 510nm (Hydrophobic)",,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 530 nm, 5 mg/mL",Toluene,530 nm
Alfa Chemistry,Induim Phosphide /Zinc Sulphide-PEG-NH? Quantum Dots,,
Alfa Chemistry,Indium Phospide/Zinc Sulphide Quantum Dots,,
Alfa Chemistry,Aminated Graphene Quantum Dots,,"440 nm (reference only, actual value may vary)"
Alfa Chemistry,Nitrogen doped graphene quantum dots,,
Alfa Chemistry,Cd-based Core/Shell Quantum Dots with Streptavidin (?em 540 nm),Concentration 1 mg/mL in H?O,Fluorescence ?em 580 nm
Alfa Chemistry,Cd-based Core/Shell Quantum Dots with Streptavidin (?em 560 nm),,Fluorescence ?em 560 nm
Alfa Chemistry,Aminated graphene quantum dot N-100,,Length 10-20um
Alfa Chemistry,-NH2 modified upconverting nanoparticles(green light),,975-980nm
Alfa Chemistry,SiO2-COOH modified upconverting (red light),,
Alfa Chemistry,CdZnSenS quantum dots,,
Alfa Chemistry,Graphene quantum dots(MC: 1mg/ml),,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 650 nm, 5 mg/mL",Toluene,
Alfa Chemistry,"Perovskite Quantum Dots (pQD 550), Fluorescence 550nm (Hydrophobic)",,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 560 nm, 5 mg/mL",Toluene,560 nm
Alfa Chemistry,Induim Phosphide/Zinc Sulphide-PEG-NH? Quantum Dots,,
Alfa Chemistry,Zinc Selenide/Zinc Sulfide Quantum Dots,,
Alfa Chemistry,Aminated Graphene Quantum Dots Powder,Water,"440 nm (reference only, actual value may vary)"
Alfa Chemistry,No surface group upconversion nanoparticles (violet blue light),,
Alfa Chemistry,No surface group upconversion nanoparticles (yellow-green light),,
Alfa Chemistry,Cd-based Core/Shell Quantum Dots with Streptavidin (?em 580 nm),,?em 580 nm
Alfa Chemistry,Aminated graphene quantum dot N-150,,
Alfa Chemistry,"Application Up conversion noparticles have excellent optical stability. They have been widely applied in biomedicine, including in vivo bioimaging, in vivo bioimaging, biodetection, immunohistochemistry, microarray detection, photodymic therapy, and photo",,975-980nm
Alfa Chemistry,upconverting nanoparticles (UV light),,
Alfa Chemistry,CIS/CZTS/CISe/CZTSe/CIGSeCIGS quantum dots,,
Alfa Chemistry,Imidazole-modified Graphene quantum dots solution,Water,
Alfa Chemistry,Cadmuim Sulphide/Zinc Sulphide-PEG-NH? Quantum Dots,,
Alfa Chemistry,Red light perovskite quantum dots,,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 590 nm, 5 mg/mL",Toluene,590 nm
Alfa Chemistry,PEG-COOH modified upconverting nanoparticles (Yellow green light),,975-980nm
Alfa Chemistry,InP/ZnS Sulphide-PEG-COOH,,
Alfa Chemistry,ZnCdSeS alloyed Quantum Dots,,
Alfa Chemistry,Blue Luminescent Graphene Quantum Dots,,
Alfa Chemistry,Carboxylated Graphene Quantum Dots,Water,"487 nm (reference only, actual value may vary)"
Alfa Chemistry,Oil-soluble core-shell structure up-conversion nanoparticles (blue-violet light),cyclohexane,
Alfa Chemistry,Cd-based Core/Shell Quantum Dots with Streptavidin (?em 600 nm),,Fluorescence ?em 600 nm
Alfa Chemistry,Aminated graphene quantum dot N-200,Water,
Alfa Chemistry,-NH2 modified upconverting nanoparticles(Purple-blue light),,975-980nm
Alfa Chemistry,SiO2-COOH modified upconverting (near-infrared?,,
Alfa Chemistry,GO quantum dots,water,
Alfa Chemistry,Carboxyl Graphene quantum dots(C: 1mg/ml),,
Alfa Chemistry,ZnSe/ZnS-PEG-NH? Quantum Dots,,
Alfa Chemistry,CdS/ZnS core-shell type quantum dots,,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 620 nm, 5 mg/mL",Toluene,620 nm
Alfa Chemistry,PEG -COOH modified upconverting nanoparticles (green light),,975-980nm
Alfa Chemistry,Indium Phospide /Zinc Sulphide,,
Alfa Chemistry,ZnCuInS/ZnS Quantum Dots,,
Alfa Chemistry,Carboxylated Graphene Quantum Dots Powder,,"487 nm (reference only, actual value may vary)"
Alfa Chemistry,Graphene Quantum Dots,,
Alfa Chemistry,Oil-soluble core-shell structure up-conversion nanoparticles (near infrared light),Cyclohexane,
Alfa Chemistry,Cd-based Core/Shell Quantum Dots with Streptavidin (?em 620 nm),,
Alfa Chemistry,Amino modified up-conversion nanoparticles PEG-NH2 (near infrared light),Water,
Alfa Chemistry,-NH2 modified upconverting nanoparticles(UV light),,975-980nm
Alfa Chemistry,PEG-COOH modified upconverting (near-infrared light),,
Alfa Chemistry,GO quantum dots (solvent),,
Alfa Chemistry,Carboxyl Graphene quantum dots(Purity: ~80%),,
Alfa Chemistry,Graphite,,
Alfa Chemistry,CdSe/ZnS Core-shell Type Quantum Dots,,
Alfa Chemistry,"InP/ZnS quantum dots stabilized with oleylamine ligands, fluorescence ?em 650 nm, 5 mg/mL",Toluene,650 nm
Alfa Chemistry,PEG -COOH modified upconverting nanoparticles (UV light),,975-980nm
Alfa Chemistry,Lead Sulphide-MPA-COOH Quantum Dots,,
Alfa Chemistry,Cadmium selenide/Cadmium sulfide quantum dots,Hexane,
Alfa Chemistry,Graphene Quantum Dots,,
Alfa Chemistry,Chlorine Functionalized Graphene Quantum Dots,"Water,Containing a little ethylene glycol","452 nm (reference only, actual value may vary)"
Alfa Chemistry,ZnO Quantum Dots,,
Alfa Chemistry,Oil-soluble core-shell structure up-conversion nanoparticles (yellow-green light),,
Alfa Chemistry,Cd-based Core/Shell Quantum Dots with Streptavidin (?em 645 nm),,
Alfa Chemistry,Amino modified up-conversion nanoparticles PEG-NH2 (purple blue),Water,
Alfa Chemistry,-NH2 modified upconverting nanoparticles(yellow-green light),,975-980nm
Alfa Chemistry,GO quantum dots powder,,
Alfa Chemistry,Hydroxy Graphene quantum dots(C: 1mg/ml),,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 550nm � 10nm, QY > 75%",,
Alfa Chemistry,CdSe/CdS core-shell type quantum rods,,
Alfa Chemistry,Cadmium Sulphide /Zinc Sulphide Quantum Dots,Toluene,
Alfa Chemistry,PEG-COOH modified upconverting nanoparticles (near-infrared light),,975-980nm
Alfa Chemistry,Lead Sulphide-PEG-COOH Quantum Dots,,
Alfa Chemistry,Carbon Quantum Dots,,
Alfa Chemistry,Green Graphene Quantum Dots,"Water, containing a little DMF","530 nm (reference only, actual value may vary)"
Alfa Chemistry,PbS Quantum Dots,,
Alfa Chemistry,Oil-soluble upconverting nanoparticles (yellow-green light),,
Alfa Chemistry,Cd-based Core/Shell Quantum Dots with Streptavidin (?em 665 nm),,
Alfa Chemistry,Cadmium selenide/Cadmium sulfide elongated quantum dots,Hexane,
Alfa Chemistry,Amino modified up-conversion nanoparticles PEG-NH2 (yellow-green light),Water,
Alfa Chemistry,TiO2 coated upconverting nanoparticles(UV light),,975-980nm
Alfa Chemistry,Hydroxy Graphene quantum dots,,
Alfa Chemistry,PEG-COOH modified upconverting (blue light),,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 590nm � 10nm, QY > 75%",,
Alfa Chemistry,Cadmium Telluride Quantum Dots,Water,Emission 640 � 10nm
Alfa Chemistry,Perovskite single crystal,Water,
Alfa Chemistry,Lead Sulphide-PEG-NH? Quantum Dots,,
Alfa Chemistry,"CdS/ZnS core-shell type quantum dots lyophilized, fluorescence ?em 400 nm, solid",Toluene,
Alfa Chemistry,Upconverting Nanoparticles,Water,
Alfa Chemistry,Hydroxylated Graphene Quantum Dots,Mixture of water and ethylene glycol,
Alfa Chemistry,Cadmium Selenide/Cadmium Sulfide Quantum Dots,Water,
Alfa Chemistry,PEG-COOH modified upconverting nanoparticles (near-infrared light),Water,
Alfa Chemistry,CdS/ZnS Core-shell Type Quantum Dots (Amine functionalized),,
Alfa Chemistry,Cadmium selenide/Zinc sulfide quantum dots,Toluene,
Alfa Chemistry,Amino modified upconversion nanoparticles-NH2 (purple blue),Water,
Alfa Chemistry,WSe2 single-layer quantum dot powder,,
Alfa Chemistry,Inorganic perovskite quantum dots CsPbX3,,
Alfa Chemistry,Oil dispersible upconverting nanoparticles(near-infrared light),,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 630nm � 10nm, QY > 75%",,630nm � 10nm
Alfa Chemistry,Carbon COOH QDs,Water / organic solvents,
Alfa Chemistry,Quantum dots for LED,Water,
Alfa Chemistry,upconverting nanoparticles(green light),,975-980nm
Alfa Chemistry,"CdS/ZnS core-shell type quantum dots lyophilized, fluorescence ?em 450 nm, solid",Toluene,
Alfa Chemistry,Perovskite quantum dots,,
Alfa Chemistry,Imidazole-modified Graphene Quantum Dots,Water,
Alfa Chemistry,CdSeTe/ZnS Quantum Dots,Water,
Alfa Chemistry,Quantum dot surface modification antibody,,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Amine functionalized, fluorescence ?em 450 nm, 4 μM in PBS)",,
Alfa Chemistry,Amino modified up-conversion nanoparticles-NH2 (yellow-green light),Water,
Alfa Chemistry,WSe2 single-layer quantum dot solution,Water,
Alfa Chemistry,Mesoporous SiO2 coated upconverting nanoparticles(Purple blue light),,Excitation Wavelength 975-980nm
Alfa Chemistry,PEG-COOH modified upconverting (green light),,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 680nm � 10nm, QY > 75%",,680nm � 10nm
Alfa Chemistry,CdSe ZnS Quantum Dots,Toluene/Aliphatic Amine,
Alfa Chemistry,Cadmium Sulfide Quantum Dots,Toluene,
Alfa Chemistry,CdTe Quantum Dots,,
Alfa Chemistry,upconverting nanoparticles(near-infrared light),,975-980nm
Alfa Chemistry,"CdS/ZnS core-shell type quantum dots oleic acid functionalized, fluorescence ?em 425 nm, 5 mg/mL in toluene",Toluene,425 nm
Alfa Chemistry,2.8nm CdSe Quantum Dots,Water (Tris Buffer),
Alfa Chemistry,Aminated Graphene quantum dots N-150,Water,
Alfa Chemistry,InP/ZnS Quantum Dots,,
Alfa Chemistry,SiO2-COOH modified upconverting nanoparticles (near-infrared light),,
Alfa Chemistry,CdS/ZnS Core-shell Type Quantum Dots (Carboxylic acid functionalized),,
Alfa Chemistry,Amino-modified up-conversion nanoparticle SiO2-NH2 (near-infrared light),,
Alfa Chemistry,Amino Graphene quantum dot powder,,
Alfa Chemistry,Mesoporous SiO2 coated upconverting nanoparticles(UV light),,Excitation Wavelength 975-980nm
Alfa Chemistry,PEG-NH2 modified upconverting (UV light),,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 800nm � 10nm, QY > 75%",,800nm � 10nm
Alfa Chemistry,Cadmium sulfide/Selenide/Zinc sulfide quantum dots,HO with 0.01% Sodi,
Alfa Chemistry,CdTeSeS Type-II Quantum Dots,,Emission 700 � 50 nm
Alfa Chemistry,upconverting nanoparticles(purple blue light),,975-980nm
Alfa Chemistry,"CdS/ZnS core-shell type quantum dots oleic acid functionalized, fluorescence ?em 450 nm, 5 mg/mL in toluene",,450 nm
Alfa Chemistry,2.8nm CdSe Quantum Dots,Water (Tris Buffer),
Alfa Chemistry,Aminated Graphene quantum dots N-200,Water,
Alfa Chemistry,Mn doped ZnO Quantum Dots,,
Alfa Chemistry,SiO2-COOH modified upconverting nanoparticles (purple-blue light),,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Carboxylic acid functionalized, fluorescence ?em 425 nm)",,
Alfa Chemistry,Amino-modified up-conversion nanoparticle SiO2-NH2 (yellow-green light),,
Alfa Chemistry,Black phosphorus quantum dot,"water, NMP, DMF, IPA and other polar solvents, please consult other polar solvents.",
Alfa Chemistry,Mesoporous SiO2 coated upconverting nanoparticles(Yellow green light),,
Alfa Chemistry,PEG modified upconverting nanoparticles (blue light),,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 950nm � 10nm, QY > 75%",,950nm � 10nm
Alfa Chemistry,"Fluorescent quantum dots, fluorescence ?em 605 nm,0.05 μmol/L",,
Alfa Chemistry,Copper Indium Sulfide Zinc Sulfide Quantum Dots,,Emission 530 � 15nm
Alfa Chemistry,upconverting nanoparticles(UV light),,975-980nm
Alfa Chemistry,"CdS/ZnS core-shell type quantum dots stabilized with oleylamine ligands, fluorescence ?em 530 nm, 5 mg/mL in toluene",,530 nm
Alfa Chemistry,3.0nm CdSe Quantum Dots,Water (Tris Buffer),
Alfa Chemistry,Carbon Quantum Dots (C-dots),,
Alfa Chemistry,Mn/ZnSe Quantum Dots,,
Alfa Chemistry,SiO2-COOH modified upconverting nanoparticles (Yellow green light),,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Carboxylic acid functionalized, fluorescence ?em 450 nm )",,
Alfa Chemistry,Carboxyl modified up-conversion nanoparticles-COOH (near infrared light),Water,
Alfa Chemistry,Amino modified up-conversion nanoparticles-NH2 (near infrared light),Water,
Alfa Chemistry,MoS2 single-layer quantum dot powder,,
Alfa Chemistry,PEG modified upconverting nanoparticles(UV light),,
Alfa Chemistry,upconverting nanoparticles (red light),,
Alfa Chemistry,"Fluorescent quantum dots, fluorescence ?em 585 nm,0.05 μmol/L",,
Alfa Chemistry,Copper Indium Sulfide Zinc Sulfide Quantum Dots In Water,Water,Emission 530 � 15nm
Alfa Chemistry,upconverting nanoparticles(yellow-green light),,975-980nm
Alfa Chemistry,"CdS/ZnS core-shell type quantum dots stabilized with oleylamine ligands, fluorescence ?em 590 nm, 5 mg/mL in toluene",,590 nm
Alfa Chemistry,3.8nm CdSe Quantum Dots,Water (Tris Buffer),
Alfa Chemistry,Graphene oxide quantum dot powder (blue fluorescence),,
Alfa Chemistry,Zinc Selenide/Zinc Sulfide Quantum Dots,,
Alfa Chemistry,SiO2-NH2 modified upconverting nanoparticles(Purple-blue light),,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Lyophilized, fluorescence ?em 400 nm, solid)",,
Alfa Chemistry,Carboxyl modified up-conversion nanoparticles-COOH (purple blue),,
Alfa Chemistry,Aqueous carbon quantum dots,Water,
Alfa Chemistry,MoS2 single-layer quantum dot solution,Water,
Alfa Chemistry,Ti3C2 Mxene quantum dots,,
Alfa Chemistry,upconverting nanoparticles (green light),,
Alfa Chemistry,"Fluorescent quantum dots, fluorescence ?em 525 nm,0.05 μmol/L",,
Alfa Chemistry,FluoDot,,
Alfa Chemistry,WS2 single-layer quantum dot powder,,
Alfa Chemistry,"CdSe/CdS core-shell type quantum rods fluorescence ?em 530 nm, 5 mg/mL in hexane",Toluene,530 nm
Alfa Chemistry,Blue Luminescent Hydrophilic Graphene Quantum Dots,WATER (CUSTOMIZABLE),
Alfa Chemistry,Graphene oxide quantum dot powder (yellow fluorescence),,
Alfa Chemistry,ZnCdSe/ZnS Quantum Dots,,
Alfa Chemistry,Custom graphene quantum dots,,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Lyophilized, fluorescence ?em 425 nm, solid)",,
Alfa Chemistry,Carboxyl modified up-conversion nanoparticles-COOH (yellow-green light),Water,
Alfa Chemistry,Oil to carbon quantum dots,toluene,
Alfa Chemistry,Oil dispersible core-shell upconverting nanoparticles (near-infrared light),cyclohexane,975nm
Alfa Chemistry,SiO2 coated upconverting (near-infrared light),,
Alfa Chemistry,"Fluorescent quantum dots, fluorescence ?em 565 nm,0.05 μmol/L",,
Alfa Chemistry,Fluorescent Microspheres,,Emission 525�10 nm
Alfa Chemistry,WS2 single-layer quantum dot solution,Water,
Alfa Chemistry,"CdSe/CdS core-shell type quantum rods fluorescence ?em 560 nm, 5 mg/mL in hexane",Toluene,560 nm
Alfa Chemistry,Blue Luminescent Hydrophobic Graphene Quantum Dots,Cyclohexane,
Alfa Chemistry,Graphene oxide quantum dot solution (blue fluorescence),Water,Fluorescence quantum yield: 10%; Ex(nm): 375 � 2; Em(nm): 470 � 2
Alfa Chemistry,ZnCuInS/ZnS Quantum Dots,,
Alfa Chemistry,Dense silica coated upconversion nanoparticles (yellow-green light),,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Lyophilized, fluorescence ?em 450 nm, solid)",,
Alfa Chemistry,Carboxylated graphene quantum dot powder,,
Alfa Chemistry,CdS - ZnS quantum dots,,
Alfa Chemistry,Chlorine-based Graphene quantum dots,,
Alfa Chemistry,Oil dispersible core-shell upconverting nanoparticles (Purple blue light),Cyclohexane,975nm
Alfa Chemistry,SiO2 coated upconverting nanoparticles (blue light),,
Alfa Chemistry,Fluorescent quantum dots,,
Alfa Chemistry,GlowDot,,
Alfa Chemistry,ZnMgO quantum dots,,
Alfa Chemistry,"CdSe/CdS core-shell type quantum rods fluorescence ?em 590 nm, 5 mg/mL in hexane",Toluene,590 nm
Alfa Chemistry,Cadmium Selenide Quantum Dots,,
Alfa Chemistry,Graphene oxide quantum dot solution (yellow fluorescence),Water,
Alfa Chemistry,Cadmium Selenide Zinc Sulfide Quantum Dots In Water,,green emission
Alfa Chemistry,Quantum dot surface modification drug small molecule,Water,
Alfa Chemistry,CdS/ZnS Core-shell Type Quantum Dots (Oleic acid functionalized),,
Alfa Chemistry,Carboxylated graphene quantum dots,,
Alfa Chemistry,Mesoporous silica coated upconversion nanoparticles (violet blue light),,
Alfa Chemistry,Oil dispersible core-shell upconverting nanoparticles (Yellow green light),cyclohexane,975nm
Alfa Chemistry,Oil dispersible upconverting nanoparticles (UV),,
Alfa Chemistry,GSH-CdTe,,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 550nm � 10nm, QY > 75%",,550nm � 10nm
Alfa Chemistry,Indium Phosphide Zinc Sulfide Quantum Dots,,Emission 530 � 15nm
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 550nm � 10nm, QY > 75%",,550nm � 10nm
Alfa Chemistry,"CdSe/CdS core-shell type quantum rods fluorescence ?em 620 nm, 5 mg/mL in hexane",,620 nm
Alfa Chemistry,fullerenes C84(Purity: 99.0wt%),,
Alfa Chemistry,Graphene Quantum Dot,DIW,
Alfa Chemistry,Upconverting Nanoparticle Quantum Dots,,
Alfa Chemistry,Imidazole-modified Graphene quantum dots,,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Oleic acid functionalized, fluorescence ?em 400 nm, 5 mg/mL in toluene)",,
Alfa Chemistry,Chlorinated graphene quantum dots,,
Alfa Chemistry,Dense silica coated upconversion nanoparticles (near-infrared light),,
Alfa Chemistry,Mononuclear water-soluble CdTe quantum dots (carboxy amino modification),Water,
Alfa Chemistry,PEG modified upconverting nanoparticles(UV light),,975-980nm
Alfa Chemistry,SiO2-NH2 modified upconverting (blue light),,
Alfa Chemistry,"CdSe/ZnS Core Shell Quantum Dots, Fluorescence 560nm, (Hydrophobic)",,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 590nm � 10nm, QY > 75%",,590nm � 10nm
Alfa Chemistry,Indium Phosphide Zinc Sulfide Quantum Dots In Water,,Emission 530 � 15nm
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 590nm � 10nm, QY > 75%",,
Alfa Chemistry,"CdSe/ZnS 510, core-shell type quantum dots, 5 mg/mL in toluene",Toluene,
Alfa Chemistry,ZnSe ZnS Quantum Dots,,
Alfa Chemistry,Graphene quantum dot solution (green fluorescence),Water,
Alfa Chemistry,Upconverting Quantum Dots,,
Alfa Chemistry,Imidazole-modified Graphene quantum dots solution,Water,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Oleic acid functionalized, fluorescence ?em 425 nm, solid)",,
Alfa Chemistry,"CdS/ZnS Core-shell Type Quantum Dots (Oleic acid functionalized, fluorescence ?em 450 nm, solid)",,
Alfa Chemistry,Dense silica coated upconversion nanoparticles (violet blue light),,
Alfa Chemistry,Oil soluble CdS quantum dots,Toluene,
Alfa Chemistry,PEG modified upconverting nanoparticles(near-infrared light),Water,975-980nm
Alfa Chemistry,PEG-COOH modified upconverting (UV light),,
Alfa Chemistry,"CdSe/ZnS Core Shell Quantum Dots, Fluorescence 600nm, (Hydrophobic)",,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 630nm � 10nm, QY > 75%",,630nm � 10nm
Alfa Chemistry,Indium Phosphide/Zinc Sulphide Quantum Dots (InP/ZnS) QUANTUM DOTS,"Toluene, IPA (customization available)",
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 630nm � 10nm, QY > 75%",,630nm � 10nm
Alfa Chemistry,"CdSe/ZnS 560, core-shell type quantum dots, 5 mg/mL in toluen",Toluene,
Alfa Chemistry,ZnSe/ZnS-MPA Quantum Dots,,
Alfa Chemistry,Graphene quantum dots (red fluorescence),Water,
Alfa Chemistry,Cadmium Selenide Zinc Sulfide Quantum Dots,,
Alfa Chemistry,InP - ZnS quantum dots,,
Alfa Chemistry,Molybdenum disulfide quantum dots,,
Alfa Chemistry,CdS/ZnS Core-shell Type Quantum Dots (PEG functionalized),,
Alfa Chemistry,Graphene oxide quantum dot solution,,
Alfa Chemistry,Oil soluble CdSe,Toluene,
Alfa Chemistry,PEG modified upconverting nanoparticles (green light),,975-980nm
Alfa Chemistry,SiO2-NH2 modified upconverting (green light),,
Alfa Chemistry,Red light perovskite quantum dots,,
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 680nm � 10nm, QY > 75%",,680nm � 10nm
Alfa Chemistry,Lead Selenide Quantum Dots,,Emission 1200 � 50nm
Alfa Chemistry,"Copper Indium Disulfide/Zinc Sulfide Quantum Dots, Peak Emission 680nm � 10nm, QY > 75%",,680nm � 10nm
Alfa Chemistry,"CdSeS/ZnS alloyed quantum dots fluorescence ?em 450 nm, 6 nm diameter, 1 mg/mL in toluene",Toluene,450 nm
Alfa Chemistry,ZnSe/ZnS-PEG-COOH Quantum Dots,,
Alfa Chemistry,Graphene quantum dots (white fluorescence),DMF,
Alfa Chemistry,"CdSeS/ZnS alloyed quantum dots fluorescence ?em 665 nm, 6 nm diameter, 1 mg/mL in toluene",,
